SOFTWARECOMPONENT	SWCOMPDESC	APPLICATIONCOMPONENT	APCOMPDESC	CHECKID	CATEGORY	MESSAGE	MSGTYPE	RETURNCODE	MSGIDENTIFIER	SEVERITY	COMPLEXITY	PROCAREA	PROCAREAL2	EFFORT	EFFORTFUNC	EFFORTTECH	NOTE	MIGRPOSSIBLE	MIGRIMPACT
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	08Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	07Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	06Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	05Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	04Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	03Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	02Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	01Legal form not maintained in tableCVIC_LEGFORM_LNK in client100kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	08Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	07Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	06Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	05Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	04Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	03Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	02Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	01Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	08Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	07Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	06Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	05Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	04Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	03Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD026	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector51and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector47and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector46and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector45and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector44and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector43and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector42and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector41and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector32and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector31and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector27and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector26and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector25and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector24and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector23and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector22and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector21and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector13and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector12and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector11and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector10and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector03and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector02and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector01and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector99and for Industry system0001Industry Not maintained in table TP038M2 in client000 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0004payment Card type not maintained in tableCVIC_CCID_LINK in client100kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0004payment Card type not maintained in tableCVIC_CCID_LINK in client001kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0005payment Card type not maintained in tableCVIC_CCID_LINK in client000kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0004payment Card type not maintained in tableCVIC_CCID_LINK in client000kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0003payment Card type not maintained in tableCVIC_CCID_LINK in client000kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	0002payment Card type not maintained in tableCVIC_CCID_LINK in client000kindly refer note 2210486	W	4	BPMD029	1	Complex	MM/SD	Master data	0	0	0	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	For Industry Sector99and for Industry system0001Industry Not maintained in table TP038M2 in client001 kindly refer note 2210486	W	4	BPMD028	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
